predictor,cm,patch,rationality,comprehensiveness,conciseness,expressiveness
zeroshot-v1,Renamed the shared-ldap-extras-sp package,"File: core-integ/src/test/java/org/apache/directory/server/core/trigger/TriggerInterceptorIT.java
Status: modified
```diff
@@ -32,9 +32,9 @@
 import javax.naming.ldap.LdapContext;
 
 import org.apache.directory.api.ldap.model.entry.AttributeUtils;
+import org.apache.directory.api.ldap.sp.JavaStoredProcUtils;
 import org.apache.directory.server.core.integ.AbstractLdapTestUnit;
 import org.apache.directory.server.core.integ.FrameworkRunner;
-import org.apache.directory.shared.ldap.sp.JavaStoredProcUtils;
 import org.apache.directory.shared.ldap.trigger.TriggerUtils;
 import org.junit.Ignore;
 import org.junit.Test;
```


File: protocol-ldap/src/main/java/org/apache/directory/server/ldap/handlers/extended/StoredProcedureExtendedOperationHandler.java
Status: modified
```diff
@@ -31,6 +31,7 @@
 import org.apache.directory.api.ldap.codec.api.LdapApiServiceFactory;
 import org.apache.directory.api.ldap.model.entry.Entry;
 import org.apache.directory.api.ldap.model.name.Dn;
+import org.apache.directory.api.ldap.sp.LdapContextParameter;
 import org.apache.directory.server.core.api.sp.StoredProcEngine;
 import org.apache.directory.server.core.api.sp.StoredProcEngineConfig;
 import org.apache.directory.server.core.api.sp.StoredProcExecutionManager;
@@ -40,7 +41,6 @@
 import org.apache.directory.server.ldap.LdapSession;
 import org.apache.directory.shared.ldap.extras.extended.StoredProcedureRequest;
 import org.apache.directory.shared.ldap.extras.extended.StoredProcedureResponse;
-import org.apache.directory.shared.ldap.sp.LdapContextParameter;
 
 
 /**
```


File: server-integ/src/test/java/org/apache/directory/server/operations/extended/StoredProcedureIT.java
Status: modified
```diff
@@ -35,6 +35,7 @@
 import org.apache.directory.api.ldap.model.constants.SupportedSaslMechanisms;
 import org.apache.directory.api.ldap.model.schema.normalizers.DeepTrimToLowerNormalizer;
 import org.apache.directory.api.ldap.model.schema.normalizers.OidNormalizer;
+import org.apache.directory.api.ldap.sp.JavaStoredProcUtils;
 import org.apache.directory.junit.tools.MultiThreadedMultiInvoker;
 import org.apache.directory.server.annotations.CreateLdapServer;
 import org.apache.directory.server.annotations.CreateTransport;
@@ -47,7 +48,6 @@
 import org.apache.directory.server.ldap.handlers.bind.ntlm.NtlmMechanismHandler;
 import org.apache.directory.server.ldap.handlers.bind.plain.PlainMechanismHandler;
 import org.apache.directory.server.ldap.handlers.extended.StoredProcedureExtendedOperationHandler;
-import org.apache.directory.shared.ldap.sp.JavaStoredProcUtils;
 import org.junit.Before;
 import org.junit.Rule;
 import org.junit.Test;
```",3,2,3,4
zeroshot-v1,add test for migration,"File: stack/core/src/test/java/org/apache/usergrid/corepersistence/migration/EntityTypeMappingMigrationIT.java
Status: modified
```diff
@@ -77,6 +77,7 @@ public void setup() {
     @Test
     public void testIdMapping() throws Throwable {
 
+        assertEquals(""version 1 expected"", 1, entityTypeMappingMigration.getVersion());
 
         final EntityManager newAppEm = app.getEntityManager();
 
@@ -112,6 +113,7 @@ public void testIdMapping() throws Throwable {
 
 
 
+
         AllEntitiesInSystemObservable.getAllEntitiesInSystem( managerCache )
                                      .doOnNext( new Action1<AllEntitiesInSystemObservable.EntityData>() {
                                          @Override
```


File: stack/core/src/test/java/org/apache/usergrid/corepersistence/migration/GraphShardVersionMigrationIT.java
Status: modified
```diff
@@ -82,6 +82,7 @@ public void setup() {
     @Test
     public void testIdMapping() throws Throwable {
 
+        assertEquals(""version 2 expected"", 2, graphShardVersionMigration.getVersion());
 
         /**
          * Drop our migration keyspaces to ensure we don't have a ""new version in there""
```",3,2,1,2
zeroshot-v1,tuple() -> new Values(),"File: src/jvm/storm/starter/spout/TwitterSampleSpout.java
Status: modified
```diff
@@ -8,13 +8,13 @@
 import backtype.storm.topology.IRichSpout;
 import backtype.storm.topology.OutputFieldsDeclarer;
 import backtype.storm.tuple.Fields;
+import backtype.storm.tuple.Values;
 import backtype.storm.utils.Utils;
 import java.util.Map;
 import java.util.concurrent.LinkedBlockingQueue;
 import twitter4j.Status;
 import twitter4j.StatusDeletionNotice;
 import twitter4j.StatusListener;
-import static backtype.storm.utils.Utils.*;
 
 public class TwitterSampleSpout implements IRichSpout {
     SpoutOutputCollector _collector;
@@ -74,7 +74,7 @@ public void nextTuple() {
         if(ret==null) {
             Utils.sleep(50);
         } else {
-            _collector.emit(tuple(ret));            
+            _collector.emit(new Values(ret));
         }
     }
 
```",3,2,3,3
zeroshot-v1,Refactor: Change CountingDownStreamCallback to static class in StorageService.java This commit changes the CountingDownStreamCallback class in the StorageService.java file from a non-static class to a static class. This is a structural change that does not affect the external behavior of the code.,"File: src/java/org/apache/cassandra/service/StorageService.java
Status: modified
```diff
@@ -3660,7 +3660,7 @@ private CountDownLatch streamRanges(final Map<String, Multimap<Range<Token>, Ine
         return latch;
     }
 
-    class CountingDownStreamCallback implements IStreamCallback
+    static class CountingDownStreamCallback implements IStreamCallback
     {
         private final CountDownLatch latch;
         private final InetAddress targetAddr;
```",3,3,3,4
zeroshot-v1,"Fallback to default value if ""compression"" value is not given.","File: src/java/org/apache/fop/render/bitmap/TIFFRenderer.java
Status: modified
```diff
@@ -94,8 +94,7 @@ public TIFFRenderer() {
     public void configure(Configuration cfg) throws ConfigurationException {
 
         //TODO Support output of monochrome bitmaps (fax-style)
-        String c = cfg.getChild(""compression"").getAttribute(""value"");
-        int comp = Integer.parseInt(c);
+        int comp = cfg.getChild(""compression"").getAttributeAsInteger(""value"", 1);
         String name = null;
         switch (comp) {
         case TIFFEncodeParam.COMPRESSION_NONE:
```",3,2,3,4
zeroshot-v1,Refactor: Update comment in ParseRegexp.java The comment in the ParseRegexp.java file was updated to reflect that the consideration of using Java 1.4 regexp instead of ORO did not significantly improve performance.,"File: src/protocol/http/org/apache/jmeter/protocol/http/sampler/ParseRegexp.java
Status: modified
```diff
@@ -72,7 +72,8 @@
 import org.apache.jorphan.logging.LoggingManager;
 import org.apache.log.Logger;
 
-// TODO: look at using Java 1.4 regexp instead of ORO.
+// NOTE: Also looked at using Java 1.4 regexp instead of ORO. The change was
+// trivial. Performance did not improve -- at least not significantly. [Jordi]
 import org.apache.oro.text.regex.MatchResult;
 import org.apache.oro.text.regex.Pattern;
 import org.apache.oro.text.regex.PatternMatcherInput;
```",3,3,3,4
zeroshot-v1,remove unused field,"File: src/org/apache/fop/render/ps/PSRenderer.java
Status: modified
```diff
@@ -99,9 +99,6 @@ public class PSRenderer extends AbstractRenderer {
     private int currentFontSize;
     private int pageHeight;
     private int pageWidth;
-    private int currentXPosition = 0;
-    private int currentYPosition = 0;
-    private int currentAreaContainerXPosition = 0;
     private float currRed;
     private float currGreen;
     private float currBlue;
```",2,1,3,3
zeroshot-v1,"Feat: Add in-memory TDB dataset handling in FusekiCmd This commit adds the ability to handle in-memory TDB datasets in the FusekiCmd class. Specifically, the processModulesAndArgs() method has been modified to check if the directory is equal to Names.memName. If so, it logs that the TDB dataset is in-memory. If not, it checks if the directory exists and logs the directory of the TDB dataset. This feature enhances the flexibility of handling TDB datasets.","File: jena-fuseki/src/main/java/org/apache/jena/fuseki/FusekiCmd.java
Status: modified
```diff
@@ -26,6 +26,7 @@
 
 import org.apache.jena.atlas.io.IO ;
 import org.apache.jena.atlas.lib.FileOps ;
+import org.apache.jena.atlas.lib.Lib ;
 import org.apache.jena.atlas.lib.StrUtils ;
 import org.apache.jena.atlas.logging.Log ;
 import org.apache.jena.fuseki.mgt.ManagementServer ;
@@ -49,6 +50,7 @@
 import com.hp.hpl.jena.sparql.core.DatasetGraphFactory ;
 import com.hp.hpl.jena.tdb.TDB ;
 import com.hp.hpl.jena.tdb.TDBFactory ;
+import com.hp.hpl.jena.tdb.sys.Names ;
 import com.hp.hpl.jena.tdb.transaction.TransactionManager ;
 
 public class FusekiCmd extends CmdARQ
@@ -284,9 +286,14 @@ protected void processModulesAndArgs()
         if ( contains(argTDB) )
         {
             String dir = getValue(argTDB) ;
-            log.info(""TDB dataset: directory=""+dir) ;
-            if ( ! FileOps.exists(dir) )
-                throw new CmdException(""Directory not found: ""+dir) ;
+            
+            if ( Lib.equal(dir, Names.memName) ) {
+                log.info(""TDB dataset: in-memory"") ;
+            } else {
+                if ( ! FileOps.exists(dir) )
+                    throw new CmdException(""Directory not found: ""+dir) ;
+                log.info(""TDB dataset: directory=""+dir) ;
+            }
             dsg = TDBFactory.createDatasetGraph(dir) ;
         }
         
```",3,3,3,4
zeroshot-v1,Don't try to config mdb destination if we aren't auto creating resources.,"File: container/openejb-core/src/main/java/org/apache/openejb/config/AutoConfig.java
Status: modified
```diff
@@ -505,7 +505,7 @@ private void deploy(EjbModule ejbModule) throws OpenEJBException {
 
 
             // mdb message destination id
-            if (bean instanceof MessageDrivenBean) {
+            if (autoCreateResources && bean instanceof MessageDrivenBean) {
                 MessageDrivenBean mdb = (MessageDrivenBean) bean;
 
                 ResourceLink resourceLink = ejbDeployment.getResourceLink(""openejb/destination"");
```",3,2,3,3
zeroshot-v1,"Refactor: Improve handling of AsyncEvents in AsyncEventServiceImpl This commit refactors the AsyncEventServiceImpl class to improve the handling of different types of AsyncEvents in the queue system. The changes are mainly in the condition of an if statement in the callEventHandlers method, which processes a list of messages from a queue. Each message is expected to contain an AsyncEvent. The changes ensure that the method handles different types of AsyncEvents more effectively. There are no associated issues or pull requests.","File: stack/core/src/main/java/org/apache/usergrid/corepersistence/asyncevents/AsyncEventServiceImpl.java
Status: modified
```diff
@@ -355,9 +355,12 @@ else if (event instanceof ElasticsearchIndexEvent) {
                     throw new Exception(""Unknown EventType for message: ""+ message.getStringBody().trim());
                 }
 
-                if( single.isEmpty() ){
-                    logger.warn(""No index operation messages came back from event processing for msg {} "",
-                        message.getStringBody().trim());
+
+                if( !(event instanceof ElasticsearchIndexEvent)
+                    && !(event instanceof InitializeApplicationIndexEvent)
+                      && single.isEmpty() ){
+                        logger.warn(""No index operation messages came back from event processing for msg: {} "",
+                            message.getStringBody().trim());
                 }
 
 
```",3,3,3,4
zeroshot-v1,fix npe in JNDIRealm,"File: java/org/apache/catalina/realm/JNDIRealm.java
Status: modified
```diff
@@ -1150,7 +1150,7 @@ public String getHostnameVerifierClassName() {
      *            class name of the {@link HostnameVerifier} to be constructed
      */
     public void setHostnameVerifierClassName(String verifierClassName) {
-        if (hostNameVerifierClassName != null) {
+        if (verifierClassName != null) {
             this.hostNameVerifierClassName = verifierClassName.trim();
         } else {
             this.hostNameVerifierClassName = null;
```",3,2,3,3
zeroshot-v1,add cache fig,"File: stack/core/src/main/java/org/apache/usergrid/corepersistence/ApplicationIdCacheFig.java
Status: modified
```diff
@@ -19,16 +19,13 @@
  */
 package org.apache.usergrid.corepersistence;
 
-/**
- * Application id cache fig
- */
 
 import org.safehaus.guicyfig.Default;
 import org.safehaus.guicyfig.GuicyFig;
 import org.safehaus.guicyfig.Key;
 
 /**
- * The config for the entity cache
+ * Application id cache fig
  */
 public interface ApplicationIdCacheFig extends GuicyFig {
 
```",1,1,0,1
zeroshot-v1,fix for serializable and content equals,"File: wicket/src/java/wicket/AttributeModifier.java
Status: modified
```diff
@@ -72,9 +72,9 @@ public class AttributeModifier extends AbstractBehaviour implements Serializable
 	private static final long serialVersionUID = 1L;
 
 	/** Marker value to have an attribute without a value added. */
-	public static final Object VALUELESS_ATTRIBUTE_ADD = new Object();
+	public static final Object VALUELESS_ATTRIBUTE_ADD = new String(""VA_ADD"");
 	/** Marker value to have an attribute without a value removed. */
-	public static final Object VALUELESS_ATTRIBUTE_REMOVE = new Object();
+	public static final Object VALUELESS_ATTRIBUTE_REMOVE = new String(""VA_REMOVE"");
 
 	/** Whether to add the attribute if it is not an attribute in the markup. */
 	private final boolean addAttributeIfNotPresent;
@@ -246,11 +246,11 @@ final void replaceAttibuteValue(final Component component, final ComponentTag ta
 			final ValueMap attributes = tag.getAttributes();
 			final Object replacementValue = getReplacementOrNull(component);
 
-			if (replacementValue == VALUELESS_ATTRIBUTE_ADD)
+			if (VALUELESS_ATTRIBUTE_ADD.equals(replacementValue))
 			{
 				attributes.put(attribute, null);
 			}
-			else if (replacementValue == VALUELESS_ATTRIBUTE_REMOVE)
+			else if (VALUELESS_ATTRIBUTE_REMOVE.equals(replacementValue))
 			{
 				attributes.remove(attribute);
 			}
```",3,2,1,2
